컬렉션 넘버,마크,카드명,타입,분류,레어도
129/190,G,핫삼,,1진화 포켓몬,C
130/190,G,부르롱,,기본 포켓몬,C
131/190,G,부르르룸,,1진화 포켓몬,C
132/190,G,무쇠바퀴 ex,,기본 포켓몬 | 포켓몬 ex | 미래,RR
133/190,G,타부자고,,1진화 포켓몬,C
134/190,G,음뱃,,기본 포켓몬,C
135/190,G,음번 ex,,1진화 포켓몬 | 포켓몬 ex,RR
136/190,G,모토마,,기본 포켓몬,C
137/190,G,구구,,기본 포켓몬,C
138/190,G,피죤,,1진화 포켓몬,C
139/190,G,피죤투 ex,,2진화 포켓몬 | 포켓몬 ex,RR
140/190,G,푸린,,기본 포켓몬,C
141/190,G,푸크린 ex,,1진화 포켓몬 | 포켓몬 ex,RR
142/190,G,두두,,기본 포켓몬,C
143/190,G,두트리오,,1진화 포켓몬,C
144/190,G,메타몽,,기본 포켓몬,C
145/190,G,잠만보,,기본 포켓몬,C
146/190,G,갈모매,,기본 포켓몬,C
147/190,G,패리퍼,,1진화 포켓몬,C
148/190,G,탐리스,,기본 포켓몬,C
149/190,G,요씽리스,,1진화 포켓몬,C
150/190,G,맛보돈,,기본 포켓몬,C
151/190,G,퍼퓨돈,,1진화 포켓몬,C
152/190,G,두리쥐,,기본 포켓몬,C
153/190,G,파밀리쥐,,1진화 포켓몬,C
154/190,G,시비꼬 ex,,기본 포켓몬 | 포켓몬 ex,RR
155/190,G,꼬이밍고,,기본 포켓몬,C
156/190,G,격려의편지,아이템,,C
157/190,G,네모의 륙색,아이템,,C
158/190,G,네스트볼,아이템,,C
159/190,G,대단한낚싯대,아이템,,C
160/190,G,수퍼 에너지 회수,아이템,,C
161/190,G,이상한사탕,아이템,,C
162/190,G,일렉트릭 제너레이터,아이템,,C
163/190,G,하이퍼볼,아이템,,C
164/190,G,기술머신 위기극복한방,포켓몬의 도구,,C
165/190,G,먹다남은음식,포켓몬의 도구,,C
166/190,G,바위 가슴보호대,포켓몬의 도구,,C
167/190,G,오기머리띠,포켓몬의 도구,,C
168/190,G,용기의부적,포켓몬의 도구,,C
169/190,G,커다란풍선,포켓몬의 도구,,C
170/190,G,타이트밴드,포켓몬의 도구,,C
171/190,G,네르케,서포트,,C
172/190,G,모란,서포트,,C
173/190,G,모야모,서포트,,C
174/190,G,박사의 연구,서포트,,C
175/190,G,박사의 연구,서포트,,C
176/190,G,보스의 지령,서포트,,C
177/190,G,비주기의 카리스마,서포트,,C
178/190,G,클라벨,서포트,,C
179/190,G,테사,서포트,,C
180/190,G,팔데아의 학생,서포트,,C
181/190,G,팔데아의 학생,서포트,,C
182/190,G,페퍼,서포트,,C
183/190,G,레슨 스튜디오,스타디움,,C
184/190,G,마을백화점,스타디움,,C
185/190,G,보울마을,스타디움,,C
186/190,G,비치코트,스타디움,,C
187/190,G,포켓몬리그본부,스타디움,,C
188/190,G,루미너스 에너지,특수 에너지,,C
189/190,G,리버설 에너지,특수 에너지,,C
190/190,G,테라피 에너지,특수 에너지,,C
191/190,G,뚜벅쵸,,기본 포켓몬,S
192/190,G,냄새꼬,,1진화 포켓몬,S
193/190,G,라플레시아,,2진화 포켓몬,S
194/190,G,스라크,,기본 포켓몬,S
195/190,G,통통코,,기본 포켓몬,S
196/190,G,두코,,1진화 포켓몬,S
197/190,G,솜솜코,,2진화 포켓몬,S
198/190,G,피콘,,기본 포켓몬,S
199/190,G,눈쓰개,,기본 포켓몬,S
200/190,G,눈설왕,,1진화 포켓몬,S
201/190,G,나오하,,기본 포켓몬,S
202/190,G,나로테,,1진화 포켓몬,S
203/190,G,미니브,,기본 포켓몬,S
204/190,G,올리뇨,,1진화 포켓몬,S
205/190,G,올리르바,,2진화 포켓몬,S
206/190,G,들눈해,,기본 포켓몬,S
207/190,G,캡싸이,,기본 포켓몬,S
208/190,G,스코빌런,,1진화 포켓몬,S
209/190,G,구르데,,기본 포켓몬,S
210/190,G,파이리,,기본 포켓몬,S
211/190,G,리자드,,1진화 포켓몬,S
212/190,G,팔데아 켄타로스,,기본 포켓몬,S
213/190,G,앤테이,,기본 포켓몬,S
214/190,G,춤추새,,기본 포켓몬,S
215/190,G,뜨아거,,기본 포켓몬,S
216/190,G,악뜨거,,1진화 포켓몬,S
217/190,G,카르본,,기본 포켓몬,S
218/190,G,카디나르마,,1진화 포켓몬,S
219/190,G,야돈,,기본 포켓몬,S
220/190,G,야도란,,1진화 포켓몬,S
221/190,G,별가사리,,기본 포켓몬,S
222/190,G,아쿠스타,,1진화 포켓몬,S
223/190,G,팔데아 켄타로스,,기본 포켓몬,S
224/190,G,꾸왁스,,기본 포켓몬,S
225/190,G,아꾸왁,,1진화 포켓몬,S
226/190,G,바다그다,,기본 포켓몬,S
227/190,G,바닥트리오,,1진화 포켓몬,S
228/190,G,맨돌핀,,기본 포켓몬,S
229/190,G,돌핀맨,,1진화 포켓몬,S
230/190,G,가비루사,,기본 포켓몬,S
231/190,G,어써러셔,,기본 포켓몬,S
232/190,G,싸리용,,기본 포켓몬,S
233/190,G,드니차,,기본 포켓몬,S
234/190,G,드니꽁,,1진화 포켓몬,S
235/190,G,드닐레이브,,2진화 포켓몬,S
236/190,G,피카츄,,기본 포켓몬,S
237/190,G,라이츄,,1진화 포켓몬,S
238/190,G,찌리리공,,기본 포켓몬,S
239/190,G,붐볼,,1진화 포켓몬,S
240/190,G,꼬링크,,기본 포켓몬,S
241/190,G,럭시오,,1진화 포켓몬,S
242/190,G,렌트라,,2진화 포켓몬,S
243/190,G,파치리스,,기본 포켓몬,S
244/190,G,볼트로스,,기본 포켓몬,S
245/190,G,일레즌,,기본 포켓몬,S
246/190,G,스트린더,,1진화 포켓몬,S
247/190,G,빠모,,기본 포켓몬,S
248/190,G,빠모트,,1진화 포켓몬,S
249/190,G,빠르모트,,2진화 포켓몬,S
250/190,G,찌리비,,기본 포켓몬,S
251/190,G,찌리비크,,1진화 포켓몬,S
252/190,G,푸크린,,1진화 포켓몬,S
253/190,G,캐이시,,기본 포켓몬,S
254/190,G,윤겔라,,1진화 포켓몬,S
255/190,G,삐,,기본 포켓몬,S
256/190,G,네이티,,기본 포켓몬,S
257/190,G,네이티오,,1진화 포켓몬,S
258/190,G,랄토스,,기본 포켓몬,S
259/190,G,킬리아,,1진화 포켓몬,S
260/190,G,흔들풍손,,기본 포켓몬,S
261/190,G,둥실라이드,,1진화 포켓몬,S
262/190,G,흉내내,,기본 포켓몬,S
263/190,G,화강돌,,기본 포켓몬,S
264/190,G,클레피,,기본 포켓몬,S
265/190,G,따라큐,,기본 포켓몬,S
266/190,G,쫀도기,,기본 포켓몬,S
267/190,G,바우첼,,1진화 포켓몬,S
268/190,G,파라블레이즈,,1진화 포켓몬,S
269/190,G,베라카스,,1진화 포켓몬,S
270/190,G,하느라기,,기본 포켓몬,S
271/190,G,어리짱,,기본 포켓몬,S
272/190,G,벼리짱,,1진화 포켓몬,S
273/190,G,두드리짱,,2진화 포켓몬,S
274/190,G,망망이,,기본 포켓몬,S
275/190,G,묘두기,,1진화 포켓몬,S
276/190,G,망키,,기본 포켓몬,S
277/190,G,성원숭,,1진화 포켓몬,S
278/190,G,저승갓숭,,2진화 포켓몬,S
279/190,G,팔데아 켄타로스,,기본 포켓몬,S
280/190,G,리오르,,기본 포켓몬,S
281/190,G,루카리오,,1진화 포켓몬,S
282/190,G,루차불,,기본 포켓몬,S
283/190,G,베베솔트,,기본 포켓몬,S
284/190,G,스태솔트,,1진화 포켓몬,S
285/190,G,콜로솔트,,2진화 포켓몬,S
286/190,G,초롱순,,기본 포켓몬,S
287/190,G,팔데아 우파,,기본 포켓몬,S
288/190,G,니로우,,기본 포켓몬,S
289/190,G,포푸니,,기본 포켓몬,S
290/190,G,포푸니라,,1진화 포켓몬,S
291/190,G,깜까미,,기본 포켓몬,S
292/190,G,자망칼,,기본 포켓몬,S
293/190,G,절각참,,1진화 포켓몬,S
294/190,G,대도각참,,2진화 포켓몬,S
295/190,G,오라티프,,기본 포켓몬,S
296/190,G,마피티프,,1진화 포켓몬,S
297/190,G,땃쭈르,,기본 포켓몬,S
298/190,G,태깅구르,,1진화 포켓몬,S
299/190,G,핫삼,,1진화 포켓몬,S
300/190,G,부르롱,,기본 포켓몬,S
301/190,G,부르르룸,,1진화 포켓몬,S
302/190,G,음뱃,,기본 포켓몬,S
303/190,G,모토마,,기본 포켓몬,S
304/190,G,구구,,기본 포켓몬,S
305/190,G,피죤,,1진화 포켓몬,S
306/190,G,푸린,,기본 포켓몬,S
307/190,G,두두,,기본 포켓몬,S
308/190,G,두트리오,,1진화 포켓몬,S
309/190,G,메타몽,,기본 포켓몬,S
310/190,G,잠만보,,기본 포켓몬,S
311/190,G,갈모매,,기본 포켓몬,S
312/190,G,패리퍼,,1진화 포켓몬,S
313/190,G,탐리스,,기본 포켓몬,S
314/190,G,요씽리스,,1진화 포켓몬,S
315/190,G,맛보돈,,기본 포켓몬,S
316/190,G,퍼퓨돈,,1진화 포켓몬,S
317/190,G,두리쥐,,기본 포켓몬,S
318/190,G,파밀리쥐,,1진화 포켓몬,S
319/190,G,꼬이밍고,,기본 포켓몬,S
320/190,G,쏘콘 ex,,1진화 포켓몬 | 포켓몬 ex,SSR
321/190,G,마스카나 ex,,2진화 포켓몬 | 포켓몬 ex,SSR
322/190,G,육파리 ex,,1진화 포켓몬 | 포켓몬 ex,SSR
323/190,G,클레스퍼트라 ex,,1진화 포켓몬 | 포켓몬 ex,SSR
324/190,G,라우드본 ex,,2진화 포켓몬 | 포켓몬 ex,SSR
325/190,G,웨이니발 ex,,2진화 포켓몬 | 포켓몬 ex,SSR
326/190,G,후딘 ex,,2진화 포켓몬 | 포켓몬 ex,SSR
327/190,G,뮤 ex,,기본 포켓몬 | 포켓몬 ex,SSR
328/190,G,가디안 ex,,2진화 포켓몬 | 포켓몬 ex,SSR
329/190,G,킬라플로르 ex,,1진화 포켓몬 | 포켓몬 ex,SSR
330/190,G,위대한엄니 ex,,기본 포켓몬 | 포켓몬 ex | 고대,SSR
331/190,G,리자몽 ex,,2진화 포켓몬 | 포켓몬 ex,SSR
332/190,G,팔데아 토오 ex,,1진화 포켓몬 | 포켓몬 ex,SSR
333/190,G,무쇠바퀴 ex,,기본 포켓몬 | 포켓몬 ex | 미래,SSR
334/190,G,음번 ex,,1진화 포켓몬 | 포켓몬 ex,SSR
335/190,G,피죤투 ex,,2진화 포켓몬 | 포켓몬 ex,SSR
336/190,G,푸크린 ex,,1진화 포켓몬 | 포켓몬 ex,SSR
337/190,G,시비꼬 ex,,기본 포켓몬 | 포켓몬 ex,SSR
338/190,G,바닥트리오,,1진화 포켓몬,AR
339/190,G,돌핀맨,,1진화 포켓몬,AR
340/190,G,빠모,,기본 포켓몬,AR
341/190,G,따라큐,,기본 포켓몬,AR
342/190,G,네르케,서포트,,SR
343/190,G,네모,서포트,,SR
344/190,G,저지맨,서포트,,SR
345/190,G,팔데아의 학생,서포트,,SR
346/190,G,팔데아의 학생,서포트,,SR
347/190,G,뮤 ex,,기본 포켓몬 | 포켓몬 ex,SAR
348/190,G,가디안 ex,,2진화 포켓몬 | 포켓몬 ex,SAR
349/190,G,리자몽 ex,,2진화 포켓몬 | 포켓몬 ex,SAR
350/190,G,네르케,서포트,,SAR
351/190,G,네모,서포트,,SAR
352/190,G,모란,서포트,,SAR
353/190,G,모야모,서포트,,SAR
354/190,G,페퍼,서포트,,SAR
355/190,G,총지엔 ex,,기본 포켓몬 | 포켓몬 ex,UR
356/190,G,위유이 ex,,기본 포켓몬 | 포켓몬 ex,UR
357/190,G,파오젠 ex,,기본 포켓몬 | 포켓몬 ex,UR
358/190,G,미라이돈 ex,,기본 포켓몬 | 포켓몬 ex,UR
359/190,G,딩루 ex,,기본 포켓몬 | 포켓몬 ex,UR
360/190,G,코라이돈 ex,,기본 포켓몬 | 포켓몬 ex,UR
