컬렉션 넘버,마크,카드명,타입,분류,레어도
085/083,J,푸호꼬,,기본 포켓몬,AR
086/083,J,개구마르,,기본 포켓몬,AR
087/083,J,개굴반장,,1진화 포켓몬,AR
088/083,J,전룡,,2진화 포켓몬,AR
089/083,J,제르네아스,,기본 포켓몬,AR
090/083,J,점토도리,,1진화 포켓몬,AR
091/083,J,크로뱃,,2진화 포켓몬,AR
092/083,J,메탕구,,1진화 포켓몬,AR
093/083,J,미끄네일,,1진화 포켓몬,AR
094/083,J,켄타로스,,기본 포켓몬,AR
095/083,J,보르그,,1진화 포켓몬,AR
096/083,J,독침붕,,1진화 포켓몬,SR
097/083,J,메가화염레오,,1진화 포켓몬,SR
098/083,J,메가개굴닌자,,2진화 포켓몬,SR
099/083,J,메가플라엣테,,기본 포켓몬,SR
100/083,J,펌킨인,,1진화 포켓몬,SR
101/083,J,코바르온,,기본 포켓몬,SR
102/083,J,메가드래캄,,1진화 포켓몬,SR
103/083,J,치라치노,,1진화 포켓몬,SR
104/083,J,스페셜 레드카드,아이템,,SR
105/083,J,에너지 회수,아이템,,SR
106/083,J,점보 아이스,아이템,,SR
107/083,J,툴스크래퍼,아이템,,SR
108/083,J,AZ의 평온,서포트,,SR
109/083,J,지프,서포트,,SR
110/083,J,보미카의 연주,서포트,,SR
111/083,J,마티에르,서포트,,SR
112/083,J,파도타기 비치,스타디움,,SR
113/083,J,프리즘타워,스타디움,,SR
114/083,J,메가개굴닌자,,2진화 포켓몬,SAR
115/083,J,메가플라엣테,,기본 포켓몬,SAR
116/083,J,메가드래캄,,1진화 포켓몬,SAR
117/083,J,치라치노,,1진화 포켓몬,SAR
118/083,J,AZ의 평온,서포트,,SAR
119/083,J,보미카의 연주,서포트,,SAR
120/083,J,메가개굴닌자,,2진화 포켓몬,MUR
