컬렉션 넘버,마크,카드명,타입,분류,레어도
040/071,H,탄차곤,,1진화 포켓몬,C
041/071,H,석탄산,,2진화 포켓몬,U
042/071,H,위대한엄니,,기본 포켓몬 | 고대,U
043/071,H,아보,,기본 포켓몬,C
044/071,H,아보크,,1진화 포켓몬,C
045/071,H,고오스,,기본 포켓몬,C
046/071,H,고우스트,,1진화 포켓몬,C
047/071,H,팬텀 ex,,2진화 포켓몬 | 포켓몬 ex,RR
048/071,H,포챠나,,기본 포켓몬,C
049/071,H,그라에나,,1진화 포켓몬,C
050/071,H,깜까미,,기본 포켓몬,U
051/071,H,고동치는달,,기본 포켓몬 | 고대,R
052/071,H,코라이돈,,기본 포켓몬 | 고대,R
053/071,H,날뛰는우레 ex,,기본 포켓몬 | 포켓몬 ex | 고대,RR
054/071,H,부우부,,기본 포켓몬,C
055/071,H,야부엉,,1진화 포켓몬,C
056/071,H,노고치,,기본 포켓몬,C
057/071,H,노고고치,,1진화 포켓몬,R
058/071,H,페라페,,기본 포켓몬,C
059/071,H,치라미,,기본 포켓몬,C
060/071,H,치라치노,,1진화 포켓몬,U
061/071,H,각성의 드럼,아이템 | ACE SPEC | 고대,,ACE
062/071,H,절친 포핀,아이템,,U
063/071,H,주문박스,아이템,,U
064/071,H,긴급 보드,포켓몬의 도구,,U
065/071,H,맥시멈 벨트,포켓몬의 도구 | ACE SPEC,,ACE
066/071,G,부스트에너지 고대,포켓몬의 도구 | 고대,,U
067/071,H,비파,서포트,,U
068/071,H,유빈의 확신,서포트,,U
069/071,H,탐험가의 선도,서포트 | 고대,,U
070/071,H,위험한 밀림,스타디움,,U
071/071,H,네오 어퍼 에너지,특수 에너지 | ACE SPEC,,ACE
072/071,H,수풀부기,,1진화 포켓몬,AR
073/071,H,누니머기,,기본 포켓몬,AR
074/071,H,동미러,,기본 포켓몬,AR
075/071,H,란쿨루스,,2진화 포켓몬,AR
076/071,H,날개치는머리,,기본 포켓몬 | 고대,AR
077/071,H,시라칸,,기본 포켓몬,AR
078/071,H,만마드,,1진화 포켓몬,AR
079/071,H,아보크,,1진화 포켓몬,AR
080/071,H,고오스,,기본 포켓몬,AR
081/071,H,페라페,,기본 포켓몬,AR
082/071,H,치라미,,기본 포켓몬,AR
083/071,H,치라치노,,1진화 포켓몬,AR
084/071,H,토대부기 ex,,2진화 포켓몬 | 포켓몬 ex,SR
085/071,H,꿰뚫는화염 ex,,기본 포켓몬 | 포켓몬 ex | 고대,SR
086/071,H,굽이치는물결 ex,,기본 포켓몬 | 포켓몬 ex | 고대,SR
087/071,H,바닥트리오 ex,,1진화 포켓몬 | 포켓몬 ex,SR
088/071,H,팬텀 ex,,2진화 포켓몬 | 포켓몬 ex,SR
089/071,H,날뛰는우레 ex,,기본 포켓몬 | 포켓몬 ex | 고대,SR
090/071,H,비파,서포트,,SR
091/071,H,유빈의 확신,서포트,,SR
092/071,H,탐험가의 선도,서포트 | 고대,,SR
093/071,H,꿰뚫는화염 ex,,기본 포켓몬 | 포켓몬 ex | 고대,SAR
094/071,H,굽이치는물결 ex,,기본 포켓몬 | 포켓몬 ex | 고대,SAR
095/071,H,날뛰는우레 ex,,기본 포켓몬 | 포켓몬 ex | 고대,SAR
096/071,H,비파,서포트,,SAR
097/071,H,유빈의 확신,서포트,,SAR
098/071,H,꿰뚫는화염 ex,,기본 포켓몬 | 포켓몬 ex | 고대,UR
099/071,H,굽이치는물결 ex,,기본 포켓몬 | 포켓몬 ex | 고대,UR
100/071,H,날뛰는우레 ex,,기본 포켓몬 | 포켓몬 ex | 고대,UR
