컬렉션 넘버,마크,카드명,타입,분류,레어도
081/187,G,딥상어동,,기본 포켓몬,
082/187,G,한바이트,,1진화 포켓몬,
083/187,H,두더류,,기본 포켓몬,
084/187,G,루차불,,기본 포켓몬,
085/187,H,다투곰 붉은 달,,기본 포켓몬,
086/187,H,위대한엄니,,기본 포켓몬,
087/187,H,땅을기는날개,,기본 포켓몬,
088/187,G,모래털가죽,,기본 포켓몬,
089/187,G,딩루,,기본 포켓몬,
090/187,H,조타구,,기본 포켓몬,
091/187,H,오거폰 주춧돌의 가면 ex,,기본 포켓몬 | 포켓몬 ex,RR
092/187,G,블래키,,1진화 포켓몬,
093/187,H,블래키 ex,,1진화 포켓몬 | 포켓몬 ex,RR
094/187,G,깨봉이,,기본 포켓몬,
095/187,G,더스트나,,1진화 포켓몬,
096/187,H,조로아,,기본 포켓몬,
097/187,H,조로아크,,1진화 포켓몬,
098/187,G,모르페코,,기본 포켓몬,
099/187,G,사나운버섯,,기본 포켓몬,
100/187,H,고동치는달,,기본 포켓몬,
101/187,G,고동치는달 ex,,기본 포켓몬 | 포켓몬 ex,RR
102/187,H,조타구 ex,,기본 포켓몬 | 포켓몬 ex,RR
103/187,H,이야후 ex,,기본 포켓몬 | 포켓몬 ex,RR
104/187,H,기로치 ex,,기본 포켓몬 | 포켓몬 ex,RR
105/187,H,복숭악동 ex,,기본 포켓몬 | 포켓몬 ex,RR
106/187,H,메탕,,기본 포켓몬,
107/187,H,메탕구,,1진화 포켓몬,
108/187,G,지라치,,기본 포켓몬,
109/187,G,단칼빙,,기본 포켓몬,
110/187,G,쌍검킬,,1진화 포켓몬,
111/187,G,킬가르도,,2진화 포켓몬,
112/187,H,두랄루돈,,기본 포켓몬,
113/187,H,브리두라스,,1진화 포켓몬,
114/187,H,부르롱,,기본 포켓몬,
115/187,G,부르르룸,,1진화 포켓몬,
116/187,H,무쇠바퀴,,기본 포켓몬,
117/187,G,타부자고 ex,,1진화 포켓몬 | 포켓몬 ex,RR
118/187,H,드라꼰,,기본 포켓몬,
119/187,H,드래런치,,1진화 포켓몬,
120/187,H,드래펄트 ex,,2진화 포켓몬 | 포켓몬 ex,RR
121/187,H,싸리용,,기본 포켓몬,
122/187,H,코라이돈,,기본 포켓몬,
123/187,H,미라이돈,,기본 포켓몬,
124/187,H,날뛰는우레 ex,,기본 포켓몬 | 포켓몬 ex,RR
125/187,H,이브이,,기본 포켓몬,
126/187,H,이브이 ex,,기본 포켓몬 | 포켓몬 ex,RR
127/187,H,부우부,,기본 포켓몬,
128/187,H,야부엉,,1진화 포켓몬,
129/187,H,노고치,,기본 포켓몬,
130/187,H,노고고치,,1진화 포켓몬,
131/187,H,스핀로토무,,기본 포켓몬,
132/187,H,레지기가스,,기본 포켓몬,
133/187,H,버프론,,기본 포켓몬,
134/187,H,다투곰 붉은 달 ex,,기본 포켓몬 | 포켓몬 ex,RR
135/187,G,무쇠머리,,기본 포켓몬,
136/187,H,테라파고스 ex,,기본 포켓몬 | 포켓몬 ex,RR
137/187,H,개조해머,아이템,,
138/187,H,곤충채집세트,아이템,,
139/187,H,낚싯대MAX,아이템 | ACE SPEC,,ACE
140/187,G,대지의 그릇,아이템,,
141/187,H,도깨비의 가면,아이템,,
142/187,H,밤의 들것,아이템,,
143/187,G,수퍼 에너지 회수,아이템,,
144/187,H,유리나팔,아이템,,
145/187,H,절친 포핀,아이템,,
146/187,G,카운터 캐처,아이템,,
147/187,H,테라스탈오브,아이템,,
148/187,G,테크노레이더,아이템,,
149/187,H,트레져가젯,아이템 | ACE SPEC,,ACE
150/187,H,포켓몬 회수 사이클론,아이템 | ACE SPEC,,ACE
151/187,H,프라임 캐처,아이템 | ACE SPEC,,ACE
152/187,G,기술머신 데볼루션,포켓몬의 도구,,
153/187,G,기술머신 에볼루션,포켓몬의 도구,,
154/187,H,긴급 보드,포켓몬의 도구,,
155/187,G,럭셔리망토,포켓몬의 도구,,
156/187,H,맥시멈 벨트,포켓몬의 도구 | ACE SPEC,,ACE
157/187,H,반짝이는 결정,포켓몬의 도구 | ACE SPEC,,ACE
158/187,G,부스트에너지 고대,포켓몬의 도구,,
159/187,G,부스트에너지 미래,포켓몬의 도구,,
160/187,H,사슬떡,포켓몬의 도구,,
161/187,H,하반열매,포켓몬의 도구,,
162/187,H,네리네,서포트,,
163/187,H,도희의 비기,서포트,,
164/187,G,멜로코,서포트,,
165/187,H,벨의 진심,서포트,,
166/187,H,브라이어,서포트,,
167/187,H,수련의 돌봄,서포트,,
168/187,H,시유,서포트,,
169/187,H,아크로마의 집념,서포트,,
170/187,H,암호마니아의 해독,서포트,,
171/187,G,올림박사의 기백,서포트,,
172/187,H,유빈의 확신,서포트,,
173/187,H,청목의 수완,서포트,,
174/187,H,카지,서포트,,
175/187,H,타로,서포트,,
176/187,H,탐험가의 선도,서포트,,
177/187,G,투로박사의 시나리오,서포트,,
178/187,H,팔데아의 동료들,서포트,,
179/187,H,하솔,서포트,,
180/187,H,뉴트럴센터,스타디움 | ACE SPEC,,ACE
181/187,G,달이 빛나는 언덕,스타디움,,
182/187,H,재밍타워,스타디움,,
183/187,H,제로의 대공동,스타디움,,
184/187,H,축제회장,스타디움,,
185/187,H,레거시 에너지,에너지 | ACE SPEC,,ACE
186/187,H,미스트 에너지,에너지,,
187/187,G,제트 에너지,에너지,,
188/187,H,네리네,서포트,,SR
189/187,G,레포르,서포트,,SR
190/187,G,멜로코,서포트,,SR
191/187,H,비파,서포트,,SR
192/187,G,오르티가,서포트,,SR
193/187,H,청목의 수완,서포트,,SR
194/187,G,추명(스타단),서포트,,SR
195/187,G,추명,서포트,,SR
196/187,H,콜사,서포트,,SR
197/187,H,타임,서포트,,SR
198/187,H,팔데아의 동료들,서포트,,SR
199/187,G,피나,서포트,,SR
200/187,H,리피아 ex,,1진화 포켓몬 | 포켓몬 ex,SAR
201/187,H,오거폰 벽록의 가면 ex,,기본 포켓몬 | 포켓몬 ex,SAR
202/187,H,부스터 ex,,1진화 포켓몬 | 포켓몬 ex,SAR
203/187,H,파라블레이즈 ex,,1진화 포켓몬 | 포켓몬 ex,SAR
204/187,H,오거폰 화덕의 가면 ex,,기본 포켓몬 | 포켓몬 ex,SAR
205/187,H,샤미드 ex,,1진화 포켓몬 | 포켓몬 ex,SAR
206/187,H,글레이시아 ex,,1진화 포켓몬 | 포켓몬 ex,SAR
207/187,H,돌핀맨 ex,,1진화 포켓몬 | 포켓몬 ex,SAR
208/187,H,오거폰 우물의 가면 ex,,기본 포켓몬 | 포켓몬 ex,SAR
209/187,H,쥬피썬더 ex,,1진화 포켓몬 | 포켓몬 ex,SAR
210/187,G,무쇠손 ex,,기본 포켓몬 | 포켓몬 ex,SAR
211/187,H,에브이 ex,,1진화 포켓몬 | 포켓몬 ex,SAR
212/187,H,님피아 ex,,1진화 포켓몬 | 포켓몬 ex,SAR
213/187,G,무쇠무인 ex,,기본 포켓몬 | 포켓몬 ex,SAR
214/187,H,무쇠감투 ex,,기본 포켓몬 | 포켓몬 ex,SAR
215/187,G,모래털가죽 ex,,기본 포켓몬 | 포켓몬 ex,SAR
216/187,H,오거폰 주춧돌의 가면 ex,,기본 포켓몬 | 포켓몬 ex,SAR
217/187,H,블래키 ex,,1진화 포켓몬 | 포켓몬 ex,SAR
218/187,G,고동치는달 ex,,기본 포켓몬 | 포켓몬 ex,SAR
219/187,H,복숭악동 ex,,기본 포켓몬 | 포켓몬 ex,SAR
220/187,G,타부자고 ex,,1진화 포켓몬 | 포켓몬 ex,SAR
221/187,H,드래펄트 ex,,2진화 포켓몬 | 포켓몬 ex,SAR
222/187,H,날뛰는우레 ex,,기본 포켓몬 | 포켓몬 ex,SAR
223/187,H,이브이 ex,,기본 포켓몬 | 포켓몬 ex,SAR
224/187,H,이브이 ex,,기본 포켓몬 | 포켓몬 ex,SAR
225/187,H,다투곰 붉은 달 ex,,기본 포켓몬 | 포켓몬 ex,SAR
226/187,H,테라파고스 ex,,기본 포켓몬 | 포켓몬 ex,SAR
227/187,H,네리네,서포트,,SAR
228/187,H,도희의 비기,서포트,,SAR
229/187,H,제빈,서포트,,SAR
230/187,H,카지,서포트,,SAR
231/187,H,타로,서포트,,SAR
232/187,H,하솔,서포트,,SAR
233/187,H,무쇠잎새 ex,,기본 포켓몬 | 포켓몬 ex,UR
234/187,H,오거폰 벽록의 가면 ex,,기본 포켓몬 | 포켓몬 ex,UR
235/187,H,굽이치는물결 ex,,기본 포켓몬 | 포켓몬 ex,UR
236/187,H,피카츄 ex,,기본 포켓몬 | 포켓몬 ex,UR
237/187,H,테라파고스 ex,,기본 포켓몬 | 포켓몬 ex,UR
